Open,High,Low,Close,Adj Close,Volume,company_name
2423.39990234375,2452.25,2414.25,2447.800048828125,2439.183349609375,88436,Reliance
2444.0,2461.699951171875,2435.75,2441.300048828125,2432.706298828125,81483,Reliance
2450.949951171875,2483.5,2444.85009765625,2471.35009765625,2462.650390625,92596,Reliance
2475.0,2486.949951171875,2463.5,2479.14990234375,2470.4228515625,65220,Reliance
2485.60009765625,2499.89990234375,2481.5,2496.300048828125,2487.5126953125,99083,Reliance
2499.5,2509.0,2473.800048828125,2478.300048828125,2469.575927734375,98850,Reliance
2477.0,2488.0,2456.550048828125,2484.10009765625,2475.355712890625,61427,Reliance
2486.0,2503.75,2472.60009765625,2488.14990234375,2479.39111328125,67628,Reliance
2496.0,2498.0,2451.0,2453.85009765625,2445.212158203125,83298,Reliance
2460.35009765625,2463.699951171875,2429.199951171875,2438.800048828125,2430.215087890625,158298,Reliance
2432.699951171875,2445.75,2419.550048828125,2442.800048828125,2434.200927734375,54880,Reliance
2430.0,2465.0,2430.0,2454.5,2445.859619140625,144136,Reliance
2465.0,2468.25,2451.85009765625,2454.10009765625,2445.461181640625,87497,Reliance
2446.60009765625,2463.0,2433.300048828125,2437.050048828125,2428.47119140625,154319,Reliance
2433.5,2448.449951171875,2415.699951171875,2438.550048828125,2429.9658203125,186194,Reliance
2453.60009765625,2510.0,2449.14990234375,2506.550048828125,2497.7265625,261121,Reliance
2520.0,2537.449951171875,2513.89990234375,2519.39990234375,2510.53125,146443,Reliance
2506.949951171875,2508.949951171875,2461.699951171875,2474.699951171875,2465.988525390625,205076,Reliance
2478.0,2484.449951171875,2457.949951171875,2462.050048828125,2453.383056640625,240274,Reliance
2475.0,2482.800048828125,2451.050048828125,2454.949951171875,2446.30810546875,101224,Reliance
2465.10009765625,2483.699951171875,2458.10009765625,2476.800048828125,2468.081298828125,119029,Reliance
2481.300048828125,2490.10009765625,2462.550048828125,2480.25,2471.51904296875,115547,Reliance
2486.10009765625,2499.550048828125,2472.35009765625,2497.550048828125,2488.75830078125,211341,Reliance
2502.39990234375,2516.0,2491.0,2499.800048828125,2491.000244140625,136486,Reliance
2495.050048828125,2508.10009765625,2478.050048828125,2481.89990234375,2473.1630859375,169640,Reliance
2478.0,2489.0,2465.10009765625,2483.10009765625,2474.359130859375,75549,Reliance
2490.75,2523.300048828125,2486.25,2520.39990234375,2511.527587890625,205509,Reliance
2518.050048828125,2555.0,2516.60009765625,2552.60009765625,2543.614501953125,196737,Reliance
2547.050048828125,2561.89990234375,2535.199951171875,2551.550048828125,2542.568115234375,284440,Reliance
2555.60009765625,2581.0,2555.60009765625,2575.39990234375,2566.333984375,150565,Reliance
2582.199951171875,2584.0,2543.39990234375,2551.5,2542.518310546875,165566,Reliance
2550.5,2564.0,2535.0,2546.75,2537.784912109375,171359,Reliance
2556.35009765625,2569.10009765625,2547.949951171875,2563.60009765625,2554.57568359375,144710,Reliance
2561.699951171875,2572.89990234375,2532.25,2535.60009765625,2526.67431640625,61620,Reliance
2530.0,2532.800048828125,2511.10009765625,2515.25,2506.395751953125,289996,Reliance
2504.0,2515.89990234375,2489.25,2494.199951171875,2485.419921875,197782,Reliance
2501.0,2510.0,2486.39990234375,2495.800048828125,2487.014404296875,148922,Reliance
2516.0,2537.25,2497.699951171875,2529.35009765625,2520.4462890625,171621,Reliance
2540.050048828125,2556.699951171875,2533.0,2550.699951171875,2541.720947265625,289824,Reliance
2632.800048828125,2665.0,2627.39990234375,2635.449951171875,2626.172607421875,576768,Reliance
2686.0,2755.0,2672.75,2735.14990234375,2725.521728515625,1110570,Reliance
2751.050048828125,2760.800048828125,2723.75,2738.89990234375,2729.258544921875,499323,Reliance
2746.699951171875,2816.0,2728.550048828125,2796.39990234375,2786.55615234375,453640,Reliance
2832.0,2855.0,2796.449951171875,2840.0,2830.002685546875,782335,Reliance
2589.0,2632.0,2582.0,2619.800048828125,2610.577880859375,400680,Reliance
2603.0,2613.800048828125,2523.35009765625,2536.199951171875,2527.27197265625,896988,Reliance
2484.0,2514.800048828125,2469.550048828125,2487.550048828125,2478.79345703125,228305,Reliance
2480.10009765625,2547.25,2480.10009765625,2525.699951171875,2516.80908203125,132959,Reliance
2509.050048828125,2541.89990234375,2501.0,2527.60009765625,2518.702392578125,644967,Reliance
2471.449951171875,2499.89990234375,2458.0,2474.949951171875,2466.237548828125,210947,Reliance
2485.0,2517.199951171875,2472.0,2510.14990234375,2501.313720703125,709795,Reliance
2515.0,2528.35009765625,2505.050048828125,2523.449951171875,2514.56689453125,293130,Reliance
2525.300048828125,2534.60009765625,2499.449951171875,2505.64990234375,2496.82958984375,151755,Reliance
2507.0,2529.39990234375,2481.0,2523.550048828125,2514.666748046875,212798,Reliance
2527.0,2550.0,2508.800048828125,2535.64990234375,2526.723876953125,200827,Reliance
2535.449951171875,2558.300048828125,2512.10009765625,2548.0,2539.030517578125,297470,Reliance
2533.050048828125,2582.0,2524.199951171875,2576.75,2567.679443359375,407900,Reliance
2556.64990234375,2582.14990234375,2550.64990234375,2574.89990234375,2565.835693359375,87871,Reliance
2568.0,2577.949951171875,2532.199951171875,2537.75,2528.816650390625,139614,Reliance
2532.0,2577.0,2508.5,2556.699951171875,2547.699951171875,1144311,Reliance
2531.0,2554.89990234375,2513.550048828125,2518.25,2518.25,156076,Reliance
2518.25,2537.449951171875,2498.550048828125,2519.0,2519.0,115990,Reliance
2527.949951171875,2542.39990234375,2518.050048828125,2523.14990234375,2523.14990234375,157329,Reliance
2542.0,2542.0,2471.60009765625,2478.64990234375,2478.64990234375,302604,Reliance
2454.0,2505.0,2443.949951171875,2469.949951171875,2469.949951171875,1212903,Reliance
2474.0,2483.5,2432.0,2442.550048828125,2442.550048828125,349403,Reliance
2447.0,2452.14990234375,2408.449951171875,2420.25,2420.25,220154,Reliance
2430.300048828125,2443.25,2415.050048828125,2418.300048828125,2418.300048828125,923878,Reliance
2420.050048828125,2425.89990234375,2400.0,2406.89990234375,2406.89990234375,241991,Reliance
2408.0,2425.699951171875,2401.300048828125,2413.050048828125,2413.050048828125,723207,Reliance
2410.050048828125,2423.0,2406.0,2410.14990234375,2410.14990234375,243913,Reliance
2418.25,2433.949951171875,2411.0,2423.949951171875,2423.949951171875,201719,Reliance
2422.949951171875,2436.0,2418.0,2428.10009765625,2428.10009765625,175250,Reliance
2425.85009765625,2438.0,2411.39990234375,2431.5,2431.5,101108,Reliance
2436.39990234375,2455.64990234375,2423.39990234375,2449.050048828125,2449.050048828125,445328,Reliance
2455.949951171875,2476.0,2452.050048828125,2474.39990234375,2474.39990234375,366596,Reliance
2489.699951171875,2489.699951171875,2435.199951171875,2437.949951171875,2437.949951171875,157057,Reliance
2443.550048828125,2462.5,2415.60009765625,2452.75,2452.75,142946,Reliance
2456.35009765625,2465.0,2445.0,2451.10009765625,2451.10009765625,231443,Reliance
2466.050048828125,2467.10009765625,2449.60009765625,2460.050048828125,2460.050048828125,126487,Reliance
2442.0,2451.550048828125,2432.60009765625,2436.0,2436.0,139331,Reliance
2422.949951171875,2426.39990234375,2361.60009765625,2382.10009765625,2382.10009765625,2533477,Reliance
2379.949951171875,2390.0,2359.0,2364.550048828125,2364.550048828125,358113,Reliance
2368.14990234375,2383.64990234375,2350.0,2354.050048828125,2354.050048828125,367560,Reliance
2353.85009765625,2359.89990234375,2335.800048828125,2340.050048828125,2340.050048828125,191151,Reliance
2343.699951171875,2350.0,2336.10009765625,2341.550048828125,2341.550048828125,139096,Reliance
2349.0,2371.699951171875,2339.0,2369.10009765625,2369.10009765625,248130,Reliance
2384.0,2384.0,2325.64990234375,2334.0,2334.0,314683,Reliance
2347.949951171875,2369.5,2334.10009765625,2346.5,2346.5,152169,Reliance
2337.0,2337.0,2316.0,2318.25,2318.25,266890,Reliance
2312.0,2318.699951171875,2295.14990234375,2314.300048828125,2314.300048828125,269205,Reliance
2325.0,2329.0,2310.0,2313.85009765625,2313.85009765625,194952,Reliance
2322.949951171875,2325.0,2312.0,2317.89990234375,2317.89990234375,356117,Reliance
2309.949951171875,2312.550048828125,2295.0,2297.75,2297.75,96352,Reliance
2305.050048828125,2317.89990234375,2303.449951171875,2308.550048828125,2308.550048828125,87798,Reliance
2314.89990234375,2349.5,2314.0,2345.0,2345.0,1384096,Reliance
2347.64990234375,2359.0,2338.050048828125,2348.85009765625,2348.85009765625,308005,Reliance
2342.89990234375,2358.0,2330.0,2350.699951171875,2350.699951171875,686714,Reliance
2348.0,2354.0,2336.0,2342.89990234375,2342.89990234375,208827,Reliance
2352.449951171875,2360.0,2342.0,2355.60009765625,2355.60009765625,135643,Reliance
2355.25,2367.14990234375,2320.199951171875,2323.60009765625,2323.60009765625,260837,Reliance
2314.949951171875,2321.39990234375,2301.550048828125,2305.550048828125,2305.550048828125,590336,Reliance
2302.449951171875,2314.800048828125,2296.050048828125,2299.14990234375,2299.14990234375,474553,Reliance
2292.0,2306.699951171875,2254.25,2262.64990234375,2262.64990234375,250465,Reliance
2252.949951171875,2281.5,2242.39990234375,2258.0,2258.0,217481,Reliance
2257.949951171875,2258.0,2221.050048828125,2226.199951171875,2226.199951171875,682499,Reliance
2242.0,2274.050048828125,2236.050048828125,2265.25,2265.25,793186,Reliance
2283.949951171875,2324.60009765625,2272.0,2311.35009765625,2311.35009765625,271749,Reliance
2332.949951171875,2332.949951171875,2282.800048828125,2288.550048828125,2288.550048828125,146839,Reliance
2289.89990234375,2317.5,2275.25,2296.64990234375,2296.64990234375,263097,Reliance
2309.0,2324.0,2306.5,2319.85009765625,2319.85009765625,84609,Reliance
2328.64990234375,2335.0,2314.89990234375,2319.050048828125,2319.050048828125,813331,Reliance
2334.949951171875,2340.0,2326.050048828125,2339.050048828125,2339.050048828125,326958,Reliance
2337.75,2339.449951171875,2320.0,2324.199951171875,2324.199951171875,205366,Reliance
2333.699951171875,2341.0,2322.60009765625,2336.60009765625,2336.60009765625,317763,Reliance
2330.550048828125,2336.550048828125,2305.0,2310.64990234375,2310.64990234375,211600,Reliance
2308.0,2317.0,2298.14990234375,2314.300048828125,2314.300048828125,499796,Reliance
2325.0,2325.0,2311.64990234375,2314.300048828125,2314.300048828125,127884,Reliance
2335.5,2362.35009765625,2326.800048828125,2356.89990234375,2356.89990234375,104539,Reliance
2349.949951171875,2373.699951171875,2346.800048828125,2363.35009765625,2363.35009765625,435606,Reliance
2357.35009765625,2373.0,2353.0,2355.85009765625,2355.85009765625,573100,Reliance
2349.0,2358.0,2336.85009765625,2349.300048828125,2349.300048828125,163824,Reliance
2362.050048828125,2387.64990234375,2359.39990234375,2378.5,2378.5,76008,Reliance
2372.699951171875,2394.75,2372.39990234375,2387.75,2387.75,63242,Reliance
2387.75,2401.25,2387.75,2395.14990234375,2395.14990234375,227525,Reliance
2390.199951171875,2402.39990234375,2390.199951171875,2394.300048828125,2394.300048828125,584860,Reliance
2393.0,2398.800048828125,2375.0,2394.550048828125,2394.550048828125,353122,Reliance
2405.14990234375,2411.75,2398.25,2400.5,2400.5,323782,Reliance
2398.0,2400.5,2371.25,2376.39990234375,2376.39990234375,4376134,Reliance
2381.0,2396.89990234375,2380.0,2393.449951171875,2393.449951171875,2830557,Reliance
2440.050048828125,2445.0,2395.0,2421.0,2421.0,6478365,Reliance
2433.0,2440.5,2421.35009765625,2437.550048828125,2437.550048828125,390820,Reliance
2443.25,2473.60009765625,2440.300048828125,2460.699951171875,2460.699951171875,130350,Reliance
2460.699951171875,2461.050048828125,2442.0,2457.60009765625,2457.60009765625,2891485,Reliance
2461.199951171875,2475.699951171875,2444.5,2456.199951171875,2456.199951171875,1107109,Reliance
2452.14990234375,2467.39990234375,2452.14990234375,2459.050048828125,2459.050048828125,169515,Reliance
2458.0,2464.89990234375,2420.25,2423.949951171875,2423.949951171875,98105,Reliance
2427.75,2438.0,2406.300048828125,2433.39990234375,2433.39990234375,137296,Reliance
2453.0,2475.0,2442.699951171875,2464.5,2464.5,3647716,Reliance
2472.14990234375,2499.949951171875,2469.050048828125,2495.199951171875,2495.199951171875,681578,Reliance
2494.199951171875,2534.39990234375,2491.050048828125,2519.949951171875,2519.949951171875,196178,Reliance
2537.699951171875,2573.0,2525.85009765625,2558.449951171875,2558.449951171875,234379,Reliance
2560.300048828125,2597.85009765625,2520.0,2527.35009765625,2527.35009765625,649409,Reliance
2510.449951171875,2572.5,2510.449951171875,2562.199951171875,2562.199951171875,364795,Reliance
2562.199951171875,2580.550048828125,2548.0,2564.699951171875,2564.699951171875,524558,Reliance
2570.0,2592.89990234375,2563.0,2577.5,2577.5,90284,Reliance
2578.5,2599.35009765625,2572.25,2586.35009765625,2586.35009765625,103806,Reliance
2587.0,2611.35009765625,2587.0,2605.800048828125,2605.800048828125,183810,Reliance
2608.050048828125,2614.800048828125,2579.14990234375,2584.85009765625,2584.85009765625,848448,Reliance
2581.050048828125,2606.0,2573.550048828125,2589.85009765625,2589.85009765625,67641,Reliance
2587.64990234375,2614.89990234375,2573.5,2610.89990234375,2610.89990234375,86186,Reliance
2608.10009765625,2634.0,2577.14990234375,2582.949951171875,2582.949951171875,107501,Reliance
2589.39990234375,2609.75,2580.0,2597.39990234375,2597.39990234375,162584,Reliance
2600.14990234375,2619.449951171875,2597.949951171875,2606.75,2606.75,465515,Reliance
2612.39990234375,2632.0,2568.300048828125,2586.10009765625,2586.10009765625,87501,Reliance
2597.35009765625,2607.050048828125,2576.25,2580.60009765625,2580.60009765625,140422,Reliance
2580.60009765625,2658.949951171875,2577.300048828125,2649.949951171875,2649.949951171875,458001,Reliance
2655.699951171875,2724.949951171875,2655.699951171875,2718.39990234375,2718.39990234375,344195,Reliance
2718.39990234375,2746.449951171875,2691.550048828125,2740.10009765625,2740.10009765625,606506,Reliance
2746.89990234375,2792.64990234375,2732.0,2787.5,2787.5,121727,Reliance
2781.85009765625,2792.5,2741.0,2747.64990234375,2747.64990234375,153804,Reliance
2729.85009765625,2772.0,2711.0,2722.800048828125,2722.800048828125,115862,Reliance
2753.0,2753.0,2716.85009765625,2735.050048828125,2735.050048828125,483007,Reliance
2732.14990234375,2742.75,2645.0,2656.0,2656.0,102297,Reliance
2732.14990234375,2669.949951171875,2649.35009765625,2650.35009765625,2650.35009765625,32723,Reliance
3423.0,3451.75,3416.10009765625,3435.85009765625,3392.868896484375,55283,TCS
3425.0,3435.949951171875,3405.699951171875,3431.550048828125,3388.62255859375,39744,TCS
3430.0,3447.0,3382.14990234375,3410.39990234375,3367.7373046875,91518,TCS
3413.550048828125,3457.949951171875,3387.14990234375,3435.39990234375,3392.42431640625,59893,TCS
3442.050048828125,3444.85009765625,3347.699951171875,3357.449951171875,3315.44921875,79115,TCS
3380.0,3418.0,3355.60009765625,3407.64990234375,3365.021728515625,43182,TCS
3407.050048828125,3468.300048828125,3407.050048828125,3461.949951171875,3418.642333984375,48456,TCS
3492.60009765625,3498.0,3452.449951171875,3481.85009765625,3438.293212890625,125650,TCS
3475.0,3475.0,3437.0,3460.0,3416.716552734375,21416,TCS
3464.0,3492.0,3460.14990234375,3470.64990234375,3427.2333984375,80033,TCS
3472.0,3539.5,3472.0,3518.699951171875,3474.68212890625,50900,TCS
3518.699951171875,3547.949951171875,3504.0,3541.14990234375,3496.8515625,32844,TCS
3512.050048828125,3541.14990234375,3506.64990234375,3535.449951171875,3491.222900390625,48411,TCS
3548.0,3548.0,3475.0,3482.75,3439.18212890625,26143,TCS
3499.0,3524.199951171875,3496.10009765625,3499.14990234375,3455.37646484375,141270,TCS
3490.0,3525.0,3460.449951171875,3518.89990234375,3474.879638671875,30042,TCS
3530.0,3575.0,3526.0,3553.949951171875,3509.4912109375,57676,TCS
3525.0,3536.75,3489.949951171875,3499.64990234375,3455.870361328125,50874,TCS
3506.0,3522.0,3475.199951171875,3486.10009765625,3442.490234375,43050,TCS
3489.0,3507.949951171875,3445.0,3449.39990234375,3406.249267578125,102243,TCS
3424.89990234375,3447.550048828125,3395.10009765625,3400.550048828125,3358.01025390625,41593,TCS
3410.5,3453.75,3408.0,3414.10009765625,3371.39111328125,41914,TCS
3421.199951171875,3434.0,3382.550048828125,3400.050048828125,3357.516357421875,35329,TCS
3397.89990234375,3397.89990234375,3317.300048828125,3331.85009765625,3290.169921875,30683,TCS
3331.85009765625,3392.0,3300.050048828125,3314.14990234375,3272.691162109375,56090,TCS
3326.5,3389.050048828125,3320.0,3385.85009765625,3343.494384765625,48789,TCS
3369.949951171875,3369.949951171875,3318.0,3321.14990234375,3279.603515625,48727,TCS
3360.0,3360.0,3331.0,3342.75,3300.93359375,15677,TCS
3356.0,3404.0,3356.0,3371.5,3329.323974609375,57870,TCS
3361.0,3395.0,3331.699951171875,3389.699951171875,3347.2958984375,30873,TCS
3389.699951171875,3389.699951171875,3329.0,3337.449951171875,3295.69970703125,48171,TCS
3311.0,3337.0,3295.0,3331.050048828125,3289.379638671875,54663,TCS
3331.050048828125,3369.25,3272.0,3282.39990234375,3241.33837890625,81352,TCS
3275.550048828125,3304.0,3210.0,3216.85009765625,3176.608642578125,240605,TCS
3242.550048828125,3261.199951171875,3191.0,3198.75,3158.73486328125,95877,TCS
3196.0,3219.0,3171.449951171875,3184.75,3144.909912109375,52784,TCS
3151.0,3220.0,3145.0,3178.949951171875,3139.182373046875,269767,TCS
3173.5,3173.5,3096.10009765625,3141.199951171875,3101.90478515625,52684,TCS
3145.0,3155.0,3097.0,3105.89990234375,3067.046142578125,34240,TCS
3121.35009765625,3143.60009765625,3106.10009765625,3130.699951171875,3091.5361328125,33080,TCS
3117.0,3144.0,3100.800048828125,3124.0,3084.919921875,26541,TCS
3145.0,3169.699951171875,3108.800048828125,3121.449951171875,3082.40185546875,34882,TCS
3123.85009765625,3151.949951171875,3105.85009765625,3120.10009765625,3081.06884765625,77555,TCS
3122.0,3145.35009765625,3110.0,3115.5,3076.526123046875,31013,TCS
3125.0,3149.0,3105.0,3138.10009765625,3098.843505859375,25771,TCS
3191.0,3214.0,3153.0,3205.800048828125,3165.69677734375,39813,TCS
3225.0,3225.0,3175.0,3199.25,3159.228515625,29210,TCS
3190.0,3263.60009765625,3185.75,3236.800048828125,3196.308837890625,188173,TCS
3227.5,3256.89990234375,3216.699951171875,3221.699951171875,3181.397705078125,139159,TCS
3217.0,3271.0,3215.550048828125,3263.199951171875,3222.37841796875,101932,TCS
3275.0,3275.0,3193.199951171875,3214.25,3174.040771484375,103589,TCS
3218.0,3259.949951171875,3200.0,3242.10009765625,3201.54248046875,126563,TCS
3210.050048828125,3226.0,3181.050048828125,3189.85009765625,3149.9462890625,232961,TCS
3150.0,3163.35009765625,3070.300048828125,3139.60009765625,3100.32470703125,191858,TCS
3148.050048828125,3155.800048828125,3111.300048828125,3131.300048828125,3092.12841796875,151970,TCS
3126.0,3132.050048828125,3072.35009765625,3088.699951171875,3050.061279296875,185687,TCS
3100.0,3112.949951171875,3079.0,3104.449951171875,3065.614501953125,76175,TCS
3101.0,3165.75,3101.0,3161.64990234375,3122.098876953125,58734,TCS
3151.0,3180.60009765625,3126.60009765625,3174.14990234375,3134.442626953125,122196,TCS
3180.0,3190.85009765625,3148.89990234375,3175.300048828125,3135.578369140625,76223,TCS
3176.0,3207.0,3176.0,3199.699951171875,3159.6728515625,40943,TCS
3200.0,3200.0,3171.0,3187.10009765625,3147.230712890625,80128,TCS
3208.0,3227.199951171875,3197.14990234375,3216.0,3175.76904296875,51644,TCS
3217.0,3232.10009765625,3211.0,3219.199951171875,3178.928955078125,69567,TCS
3209.050048828125,3215.75,3174.050048828125,3180.300048828125,3140.515625,53799,TCS
3191.949951171875,3224.5,3181.0,3220.35009765625,3180.064697265625,74186,TCS
3220.300048828125,3242.89990234375,3210.0,3230.85009765625,3190.43359375,23445,TCS
3230.85009765625,3253.0,3230.85009765625,3249.949951171875,3209.294189453125,53011,TCS
3247.0,3298.199951171875,3246.5,3283.89990234375,3242.819580078125,23799,TCS
3288.0,3306.300048828125,3268.0,3285.949951171875,3244.843994140625,62216,TCS
3306.0,3309.0,3272.5,3281.5,3240.449462890625,22830,TCS
3281.5,3290.0,3259.35009765625,3273.75,3232.796630859375,19204,TCS
3280.5,3292.75,3249.14990234375,3253.14990234375,3212.4541015625,20898,TCS
3262.0,3283.89990234375,3250.75,3257.0,3216.256103515625,20043,TCS
3251.0,3272.449951171875,3198.64990234375,3209.10009765625,3168.955322265625,21459,TCS
3204.0,3233.949951171875,3202.10009765625,3221.75,3181.447021484375,38600,TCS
3222.85009765625,3308.0,3218.14990234375,3297.949951171875,3256.69384765625,37822,TCS
3308.0,3328.949951171875,3290.449951171875,3295.699951171875,3254.471923828125,32867,TCS
3268.0,3317.35009765625,3268.0,3301.050048828125,3259.7548828125,11292,TCS
3290.0,3305.64990234375,3267.85009765625,3294.75,3253.533935546875,30397,TCS
3288.050048828125,3339.0,3288.050048828125,3329.0,3287.35546875,66787,TCS
3317.0,3326.300048828125,3302.0,3314.800048828125,3273.333251953125,39929,TCS
3314.800048828125,3327.550048828125,3271.0,3291.0,3249.830810546875,28339,TCS
3310.0,3339.800048828125,3295.0,3323.300048828125,3281.726806640625,62779,TCS
3316.199951171875,3336.75,3296.60009765625,3304.39990234375,3263.06298828125,22900,TCS
3313.0,3325.85009765625,3285.0,3289.60009765625,3248.4482421875,35207,TCS
3289.0,3289.0,3221.39990234375,3234.14990234375,3193.69189453125,150482,TCS
3237.050048828125,3278.800048828125,3237.050048828125,3274.60009765625,3233.63623046875,109708,TCS
3269.949951171875,3270.0,3233.10009765625,3236.14990234375,3195.666748046875,63206,TCS
3245.050048828125,3249.949951171875,3207.0,3210.449951171875,3170.288330078125,137471,TCS
3210.050048828125,3254.300048828125,3210.050048828125,3248.550048828125,3207.91162109375,95226,TCS
3256.0,3265.0,3240.60009765625,3243.800048828125,3203.22119140625,111746,TCS
3241.050048828125,3255.75,3226.0,3251.75,3211.072021484375,120224,TCS
3240.050048828125,3245.449951171875,3211.0,3216.25,3199.63134765625,133137,TCS
3203.949951171875,3203.949951171875,3156.199951171875,3175.25,3158.84326171875,151310,TCS
3175.300048828125,3215.0,3173.0,3209.64990234375,3193.0654296875,88241,TCS
3214.0,3232.0,3201.60009765625,3227.199951171875,3210.524658203125,55192,TCS
